otu_id,phylum,genus,Oxygen_Preference,Oxygen_Preference_prob,Oxygen_Preference_source,Oxygen_Preference_auc,Gram_Status,Gram_Status_prob,Gram_Status_source,Gram_Status_auc,Motility,Motility_prob,Motility_source,Motility_auc,Spore_Formation,Spore_Formation_prob,Spore_Formation_source,Spore_Formation_auc,Lactose,Lactose_prob,Lactose_source,Lactose_auc,Salicin,Salicin_prob,Salicin_source,Salicin_auc,Glycerol,Glycerol_prob,Glycerol_source,Glycerol_auc,Melibiose,Melibiose_prob,Melibiose_source,Melibiose_auc,Maltose,Maltose_prob,Maltose_source,Maltose_auc,Sucrose,Sucrose_prob,Sucrose_source,Sucrose_auc,Trehalose,Trehalose_prob,Trehalose_source,Trehalose_auc,Sorbitol,Sorbitol_prob,Sorbitol_source,Sorbitol_auc
EU467517.1.1373,Bacillota,Holdemanella,anaerobic,0.884,SNE_predicted,0.7874457174470512,positive,0.766,SNE_predicted,0.7491987179487181,0,0.895,SNE_predicted,0.6181818181818182,0,0.79,SNE_predicted,0.5636363636363636,1,0.677,SNE_predicted,0.612962962962963,0,0.81,SNE_predicted,0.4560117302052785,0,0.973,SNE_predicted,0.6527777777777778,0,0.881,SNE_predicted,0.5305555555555554,1,0.691,SNE_predicted,0.6324137931034484,0,0.512,SNE_predicted,0.5872576177285318,0,0.637,SNE_predicted,0.5538651315789473,0,0.963,SNE_predicted,0.7096774193548386
EU467548.1.1331,Bacillota,Blautia,anaerobic,0.79,SNE_predicted,0.7874457174470512,positive,0.742,SNE_predicted,0.7491987179487181,0,0.875,SNE_predicted,0.6181818181818182,0,0.859,SNE_predicted,0.5636363636363636,0,0.544,SNE_predicted,0.612962962962963,0,0.817,SNE_predicted,0.4560117302052785,0,0.948,SNE_predicted,0.6527777777777778,0,0.851,SNE_predicted,0.5305555555555554,1,0.636,SNE_predicted,0.6324137931034484,0,0.64,SNE_predicted,0.5872576177285318,0,0.653,SNE_predicted,0.5538651315789473,0,0.983,SNE_predicted,0.7096774193548386
EU467566.1.1263,Bacillota,Faecalibacterium,anaerobic,0.901,SNE_predicted,0.7874457174470512,positive,0.693,SNE_predicted,0.7491987179487181,0,0.867,SNE_predicted,0.6181818181818182,0,0.684,SNE_predicted,0.5636363636363636,1,0.721,SNE_predicted,0.612962962962963,0,0.727,SNE_predicted,0.4560117302052785,0,0.939,SNE_predicted,0.6527777777777778,0,0.875,SNE_predicted,0.5305555555555554,1,0.81,SNE_predicted,0.6324137931034484,0,0.516,SNE_predicted,0.5872576177285318,0,0.59,SNE_predicted,0.5538651315789473,0,0.95,SNE_predicted,0.7096774193548386
EU467577.1.1369,Bacillota,Blautia,anaerobic,0.703,SNE_predicted,0.7874457174470512,positive,0.652,SNE_predicted,0.7491987179487181,0,0.776,SNE_predicted,0.6181818181818182,0,0.736,SNE_predicted,0.5636363636363636,1,0.59,SNE_predicted,0.612962962962963,0,0.69,SNE_predicted,0.4560117302052785,0,0.918,SNE_predicted,0.6527777777777778,0,0.824,SNE_predicted,0.5305555555555554,1,0.762,SNE_predicted,0.6324137931034484,1,0.525,SNE_predicted,0.5872576177285318,0,0.565,SNE_predicted,0.5538651315789473,0,0.941,SNE_predicted,0.7096774193548386
EU467623.1.1345,Bacillota,Christensenellaceae R-7 group,anaerobic,0.718,SNE_predicted,0.7874457174470512,positive,0.568,SNE_predicted,0.7491987179487181,0,0.808,SNE_predicted,0.6181818181818182,0,0.851,SNE_predicted,0.5636363636363636,0,0.583,SNE_predicted,0.612962962962963,0,0.867,SNE_predicted,0.4560117302052785,0,0.909,SNE_predicted,0.6527777777777778,0,0.839,SNE_predicted,0.5305555555555554,1,0.609,SNE_predicted,0.6324137931034484,0,0.661,SNE_predicted,0.5872576177285318,0,0.652,SNE_predicted,0.5538651315789473,0,0.959,SNE_predicted,0.7096774193548386
EU467639.1.1346,Bacillota,[Eubacterium] ventriosum group,anaerobic,0.88,SNE_predicted,0.7874457174470512,positive,0.823,SNE_predicted,0.7491987179487181,0,0.833,SNE_predicted,0.6181818181818182,0,0.808,SNE_predicted,0.5636363636363636,1,0.539,SNE_predicted,0.612962962962963,0,0.83,SNE_predicted,0.4560117302052785,0,0.968,SNE_predicted,0.6527777777777778,0,0.798,SNE_predicted,0.5305555555555554,1,0.675,SNE_predicted,0.6324137931034484,0,0.66,SNE_predicted,0.5872576177285318,0,0.739,SNE_predicted,0.5538651315789473,0,0.973,SNE_predicted,0.7096774193548386
EU467652.1.1329,Bacillota,Lachnoclostridium,anaerobic,0.776,SNE_predicted,0.7874457174470512,positive,0.714,SNE_predicted,0.7491987179487181,0,0.82,SNE_predicted,0.6181818181818182,0,0.715,SNE_predicted,0.5636363636363636,1,0.683,SNE_predicted,0.612962962962963,0,0.767,SNE_predicted,0.4560117302052785,0,0.937,SNE_predicted,0.6527777777777778,0,0.74,SNE_predicted,0.5305555555555554,1,0.789,SNE_predicted,0.6324137931034484,0,0.543,SNE_predicted,0.5872576177285318,1,0.505,SNE_predicted,0.5538651315789473,0,0.93,SNE_predicted,0.7096774193548386
EU467656.1.1322,Bacillota,NK4A214 group,anaerobic,0.856,SNE_predicted,0.7874457174470512,positive,0.534,SNE_predicted,0.7491987179487181,0,0.83,SNE_predicted,0.6181818181818182,0,0.856,SNE_predicted,0.5636363636363636,0,0.516,SNE_predicted,0.612962962962963,0,0.897,SNE_predicted,0.4560117302052785,0,0.951,SNE_predicted,0.6527777777777778,0,0.848,SNE_predicted,0.5305555555555554,1,0.626,SNE_predicted,0.6324137931034484,0,0.641,SNE_predicted,0.5872576177285318,0,0.645,SNE_predicted,0.5538651315789473,0,0.982,SNE_predicted,0.7096774193548386
EU467667.1.1339,Bacillota,Incertae Sedis,anaerobic,0.782,SNE_predicted,0.7874457174470512,positive,0.529,SNE_predicted,0.7491987179487181,0,0.758,SNE_predicted,0.6181818181818182,0,0.82,SNE_predicted,0.5636363636363636,1,0.528,SNE_predicted,0.612962962962963,0,0.825,SNE_predicted,0.4560117302052785,0,0.903,SNE_predicted,0.6527777777777778,0,0.859,SNE_predicted,0.5305555555555554,1,0.671,SNE_predicted,0.6324137931034484,0,0.579,SNE_predicted,0.5872576177285318,0,0.66,SNE_predicted,0.5538651315789473,0,0.922,SNE_predicted,0.7096774193548386
EU467687.1.1272,Bacillota,Catenibacillus,anaerobic,0.867,SNE_predicted,0.7874457174470512,positive,0.812,SNE_predicted,0.7491987179487181,0,0.739,SNE_predicted,0.6181818181818182,0,0.631,SNE_predicted,0.5636363636363636,0,0.541,SNE_predicted,0.612962962962963,0,0.871,SNE_predicted,0.4560117302052785,0,0.95,SNE_predicted,0.6527777777777778,0,0.907,SNE_predicted,0.5305555555555554,1,0.637,SNE_predicted,0.6324137931034484,0,0.645,SNE_predicted,0.5872576177285318,0,0.573,SNE_predicted,0.5538651315789473,0,0.954,SNE_predicted,0.7096774193548386
EU467693.1.1255,Bacillota,Incertae Sedis,anaerobic,0.895,SNE_predicted,0.7874457174470512,positive,0.835,SNE_predicted,0.7491987179487181,0,0.911,SNE_predicted,0.6181818181818182,0,0.621,SNE_predicted,0.5636363636363636,0,0.687,SNE_predicted,0.612962962962963,0,0.934,SNE_predicted,0.4560117302052785,0,0.979,SNE_predicted,0.6527777777777778,0,0.915,SNE_predicted,0.5305555555555554,0,0.568,SNE_predicted,0.6324137931034484,0,0.708,SNE_predicted,0.5872576177285318,0,0.629,SNE_predicted,0.5538651315789473,0,0.996,SNE_predicted,0.7096774193548386
EU467701.1.1254,Bacillota,Lachnospiraceae UCG-004,anaerobic,0.671,SNE_predicted,0.7874457174470512,positive,0.703,SNE_predicted,0.7491987179487181,0,0.806,SNE_predicted,0.6181818181818182,0,0.751,SNE_predicted,0.5636363636363636,1,0.598,SNE_predicted,0.612962962962963,0,0.743,SNE_predicted,0.4560117302052785,0,0.932,SNE_predicted,0.6527777777777778,0,0.873,SNE_predicted,0.5305555555555554,1,0.769,SNE_predicted,0.6324137931034484,1,0.527,SNE_predicted,0.5872576177285318,0,0.582,SNE_predicted,0.5538651315789473,0,0.916,SNE_predicted,0.7096774193548386
EU467709.1.1380,Bacteroidota,Bacteroides,anaerobic,0.916,SNE_predicted,0.8397338985003557,negative,0.664,SNE_predicted,0.7907925407925409,0,0.913,SNE_predicted,0.6391401701746529,0,0.864,SNE_predicted,0.5636363636363636,1,0.718,SNE_predicted,0.744343891402715,0,0.84,SNE_predicted,0.8064516129032258,0,0.964,SNE_predicted,0.6015625,0,0.588,SNE_predicted,0.8125,1,0.787,SNE_predicted,0.6463844797178131,1,0.65,SNE_predicted,0.6103678929765886,0,0.678,SNE_predicted,0.5638888888888889,0,0.984,SNE_predicted,0.7096774193548386
EU467714.1.1256,Bacteroidota,Bacteroides,anaerobic,0.861,SNE_predicted,0.8397338985003557,negative,0.774,SNE_predicted,0.7907925407925409,0,0.854,SNE_predicted,0.6391401701746529,0,0.932,SNE_predicted,0.5636363636363636,1,0.629,SNE_predicted,0.744343891402715,0,0.945,SNE_predicted,0.8064516129032258,0,0.952,SNE_predicted,0.6015625,0,0.721,SNE_predicted,0.8125,1,0.628,SNE_predicted,0.6463844797178131,0,0.523,SNE_predicted,0.6103678929765886,0,0.684,SNE_predicted,0.5638888888888889,0,0.983,SNE_predicted,0.7096774193548386
EU467725.1.1345,Bacillota,Lachnoclostridium,anaerobic,0.742,SNE_predicted,0.7874457174470512,positive,0.541,SNE_predicted,0.7491987179487181,0,0.8,SNE_predicted,0.6181818181818182,0,0.764,SNE_predicted,0.5636363636363636,1,0.539,SNE_predicted,0.612962962962963,0,0.825,SNE_predicted,0.4560117302052785,0,0.945,SNE_predicted,0.6527777777777778,0,0.829,SNE_predicted,0.5305555555555554,1,0.701,SNE_predicted,0.6324137931034484,0,0.553,SNE_predicted,0.5872576177285318,0,0.605,SNE_predicted,0.5538651315789473,0,0.946,SNE_predicted,0.7096774193548386
EU467766.1.1359,Bacillota,Streptococcus,anaerobic,0.699,SNE_predicted,0.7874457174470512,positive,0.683,SNE_predicted,0.7491987179487181,0,0.816,SNE_predicted,0.6181818181818182,0,0.832,SNE_predicted,0.5636363636363636,1,0.54,SNE_predicted,0.612962962962963,0,0.746,SNE_predicted,0.4560117302052785,0,0.888,SNE_predicted,0.6527777777777778,0,0.856,SNE_predicted,0.5305555555555554,1,0.73,SNE_predicted,0.6324137931034484,0,0.537,SNE_predicted,0.5872576177285318,0,0.569,SNE_predicted,0.5538651315789473,0,0.93,SNE_predicted,0.7096774193548386
EU467849.1.1270,Bacillota,Romboutsia,anaerobic,0.699,SNE_predicted,0.7874457174470512,positive,0.767,SNE_predicted,0.7491987179487181,0,0.827,SNE_predicted,0.6181818181818182,0,0.757,SNE_predicted,0.5636363636363636,0,0.552,SNE_predicted,0.612962962962963,0,0.862,SNE_predicted,0.4560117302052785,0,0.953,SNE_predicted,0.6527777777777778,0,0.932,SNE_predicted,0.5305555555555554,1,0.677,SNE_predicted,0.6324137931034484,0,0.621,SNE_predicted,0.5872576177285318,0,0.587,SNE_predicted,0.5538651315789473,0,0.983,SNE_predicted,0.7096774193548386
EU467855.1.1306,Bacillota,Incertae Sedis,anaerobic,0.82,SNE_predicted,0.7874457174470512,positive,0.819,SNE_predicted,0.7491987179487181,0,0.806,SNE_predicted,0.6181818181818182,0,0.624,SNE_predicted,0.5636363636363636,1,0.553,SNE_predicted,0.612962962962963,0,0.859,SNE_predicted,0.4560117302052785,0,0.953,SNE_predicted,0.6527777777777778,0,0.903,SNE_predicted,0.5305555555555554,1,0.657,SNE_predicted,0.6324137931034484,0,0.633,SNE_predicted,0.5872576177285318,0,0.566,SNE_predicted,0.5538651315789473,0,0.981,SNE_predicted,0.7096774193548386
EU467991.1.1402,Pseudomonadota,Hafnia-Obesumbacterium,anaerobic,0.685,SNE_predicted,0.8687942652662888,positive,0.561,SNE_predicted,0.7907925407925409,0,0.825,SNE_predicted,0.6391401701746529,0,0.874,SNE_predicted,0.5636363636363636,1,0.51,SNE_predicted,0.6889740796603542,0,0.809,SNE_predicted,0.6281256411184727,0,0.886,SNE_predicted,0.6085174663299663,0,0.83,SNE_predicted,0.7107286634460547,1,0.694,SNE_predicted,0.6555461877341289,0,0.504,SNE_predicted,0.5784892335737412,0,0.553,SNE_predicted,0.5276327504123557,0,0.944,SNE_predicted,0.7096774193548386
EU468001.1.1385,Bacteroidota,Flavobacterium,aerobic,0.826,SNE_predicted,0.8397338985003557,negative,0.689,SNE_predicted,0.7907925407925409,0,0.622,SNE_predicted,0.6391401701746529,0,0.965,SNE_predicted,0.5636363636363636,0,0.757,SNE_predicted,0.744343891402715,0,0.959,SNE_predicted,0.8064516129032258,0,0.802,SNE_predicted,0.6015625,0,0.954,SNE_predicted,0.8125,1,0.642,SNE_predicted,0.6463844797178131,0,0.548,SNE_predicted,0.6103678929765886,0,0.581,SNE_predicted,0.5638888888888889,0,0.989,SNE_predicted,0.7096774193548386
EU468119.1.1304,Bacteroidota,Bacteroides,anaerobic,0.845,SNE_predicted,0.8397338985003557,positive,0.576,SNE_predicted,0.7907925407925409,0,0.827,SNE_predicted,0.6391401701746529,0,0.887,SNE_predicted,0.5636363636363636,1,0.551,SNE_predicted,0.744343891402715,0,0.657,SNE_predicted,0.8064516129032258,0,0.945,SNE_predicted,0.6015625,0,0.705,SNE_predicted,0.8125,1,0.778,SNE_predicted,0.6463844797178131,1,0.512,SNE_predicted,0.6103678929765886,0,0.604,SNE_predicted,0.5638888888888889,0,0.923,SNE_predicted,0.7096774193548386
EU468122.1.1235,Actinomycetota,Collinsella,anaerobic,0.801,SNE_predicted,0.8629617127877274,positive,0.572,SNE_predicted,0.8323863636363636,0,0.828,SNE_predicted,0.6600985221674877,0,0.886,SNE_predicted,0.5636363636363636,1,0.582,SNE_predicted,0.7096153846153846,0,0.719,SNE_predicted,0.6219135802469136,0,0.933,SNE_predicted,0.5712121212121212,0,0.815,SNE_predicted,0.7891304347826087,1,0.716,SNE_predicted,0.6878402903811253,0,0.547,SNE_predicted,0.537842190016103,0,0.573,SNE_predicted,0.4651442307692308,0,0.941,SNE_predicted,0.7096774193548386
EU468125.1.1307,Bacteroidota,Bacteroides,anaerobic,0.829,SNE_predicted,0.8397338985003557,positive,0.511,SNE_predicted,0.7907925407925409,0,0.856,SNE_predicted,0.6391401701746529,0,0.818,SNE_predicted,0.5636363636363636,1,0.64,SNE_predicted,0.744343891402715,0,0.806,SNE_predicted,0.8064516129032258,0,0.934,SNE_predicted,0.6015625,0,0.787,SNE_predicted,0.8125,1,0.726,SNE_predicted,0.6463844797178131,1,0.508,SNE_predicted,0.6103678929765886,0,0.727,SNE_predicted,0.5638888888888889,0,0.928,SNE_predicted,0.7096774193548386
EU468131.1.1313,Fusobacteriota,Fusobacterium,anaerobic,,Traitar,,negative,,Traitar,,0,,Traitar,,0,,Traitar,,0,,Traitar,,0,,Traitar,,1,,Traitar,,0,,Traitar,,1,,Traitar,,0,,Traitar,,0,,Traitar,,0,,Traitar,
EU468154.1.1211,Bacillota,Terrisporobacter,anaerobic,0.748,SNE_predicted,0.7874457174470512,positive,0.734,SNE_predicted,0.7491987179487181,0,0.815,SNE_predicted,0.6181818181818182,0,0.749,SNE_predicted,0.5636363636363636,1,0.526,SNE_predicted,0.612962962962963,0,0.761,SNE_predicted,0.4560117302052785,0,0.957,SNE_predicted,0.6527777777777778,0,0.874,SNE_predicted,0.5305555555555554,1,0.718,SNE_predicted,0.6324137931034484,0,0.562,SNE_predicted,0.5872576177285318,0,0.526,SNE_predicted,0.5538651315789473,0,0.948,SNE_predicted,0.7096774193548386
EU468182.1.1321,Bacillota,Blautia,anaerobic,0.805,SNE_predicted,0.7874457174470512,positive,0.884,SNE_predicted,0.7491987179487181,0,0.903,SNE_predicted,0.6181818181818182,0,0.633,SNE_predicted,0.5636363636363636,1,0.628,SNE_predicted,0.612962962962963,0,0.701,SNE_predicted,0.4560117302052785,0,0.952,SNE_predicted,0.6527777777777778,0,0.859,SNE_predicted,0.5305555555555554,1,0.783,SNE_predicted,0.6324137931034484,0,0.505,SNE_predicted,0.5872576177285318,0,0.6,SNE_predicted,0.5538651315789473,0,0.97,SNE_predicted,0.7096774193548386
EU468188.1.1250,Bacillota,Lachnospiraceae UCG-008,anaerobic,0.722,SNE_predicted,0.7874457174470512,positive,0.755,SNE_predicted,0.7491987179487181,0,0.888,SNE_predicted,0.6181818181818182,0,0.681,SNE_predicted,0.5636363636363636,1,0.599,SNE_predicted,0.612962962962963,0,0.792,SNE_predicted,0.4560117302052785,0,0.96,SNE_predicted,0.6527777777777778,0,0.828,SNE_predicted,0.5305555555555554,1,0.799,SNE_predicted,0.6324137931034484,0,0.501,SNE_predicted,0.5872576177285318,0,0.523,SNE_predicted,0.5538651315789473,0,0.936,SNE_predicted,0.7096774193548386
EU468200.1.1367,Bacillota,Blautia,anaerobic,0.786,SNE_predicted,0.7874457174470512,positive,0.853,SNE_predicted,0.7491987179487181,0,0.802,SNE_predicted,0.6181818181818182,0,0.665,SNE_predicted,0.5636363636363636,1,0.599,SNE_predicted,0.612962962962963,0,0.722,SNE_predicted,0.4560117302052785,0,0.939,SNE_predicted,0.6527777777777778,0,0.869,SNE_predicted,0.5305555555555554,1,0.769,SNE_predicted,0.6324137931034484,1,0.529,SNE_predicted,0.5872576177285318,0,0.576,SNE_predicted,0.5538651315789473,0,0.94,SNE_predicted,0.7096774193548386
EU468221.1.1257,Bacillota,Incertae Sedis,anaerobic,0.829,SNE_predicted,0.7874457174470512,positive,0.592,SNE_predicted,0.7491987179487181,0,0.83,SNE_predicted,0.6181818181818182,0,0.821,SNE_predicted,0.5636363636363636,0,0.507,SNE_predicted,0.612962962962963,0,0.852,SNE_predicted,0.4560117302052785,0,0.929,SNE_predicted,0.6527777777777778,0,0.837,SNE_predicted,0.5305555555555554,1,0.667,SNE_predicted,0.6324137931034484,0,0.609,SNE_predicted,0.5872576177285318,0,0.596,SNE_predicted,0.5538651315789473,0,0.955,SNE_predicted,0.7096774193548386
EU468226.1.1267,Bacillota,Lachnospiraceae NK4A136 group,anaerobic,0.775,SNE_predicted,0.7874457174470512,negative,0.59,SNE_predicted,0.7491987179487181,0,0.828,SNE_predicted,0.6181818181818182,0,0.876,SNE_predicted,0.5636363636363636,1,0.585,SNE_predicted,0.612962962962963,0,0.805,SNE_predicted,0.4560117302052785,0,0.882,SNE_predicted,0.6527777777777778,0,0.819,SNE_predicted,0.5305555555555554,1,0.707,SNE_predicted,0.6324137931034484,0,0.533,SNE_predicted,0.5872576177285318,0,0.659,SNE_predicted,0.5538651315789473,0,0.941,SNE_predicted,0.7096774193548386
EU468234.1.1315,Bacillota,UCG-005,anaerobic,0.733,SNE_predicted,0.7874457174470512,positive,0.519,SNE_predicted,0.7491987179487181,0,0.762,SNE_predicted,0.6181818181818182,0,0.804,SNE_predicted,0.5636363636363636,0,0.528,SNE_predicted,0.612962962962963,0,0.818,SNE_predicted,0.4560117302052785,0,0.896,SNE_predicted,0.6527777777777778,0,0.885,SNE_predicted,0.5305555555555554,1,0.695,SNE_predicted,0.6324137931034484,0,0.634,SNE_predicted,0.5872576177285318,0,0.621,SNE_predicted,0.5538651315789473,0,0.962,SNE_predicted,0.7096774193548386
EU468235.1.1340,Bacillota,Incertae Sedis,anaerobic,0.485,SNE_predicted,0.7874457174470512,positive,0.601,SNE_predicted,0.7491987179487181,0,0.809,SNE_predicted,0.6181818181818182,0,0.866,SNE_predicted,0.5636363636363636,0,0.54,SNE_predicted,0.612962962962963,0,0.769,SNE_predicted,0.4560117302052785,0,0.839,SNE_predicted,0.6527777777777778,0,0.801,SNE_predicted,0.5305555555555554,1,0.59,SNE_predicted,0.6324137931034484,0,0.587,SNE_predicted,0.5872576177285318,0,0.593,SNE_predicted,0.5538651315789473,0,0.965,SNE_predicted,0.7096774193548386
EU468317.1.1270,Bacillota,Marvinbryantia,anaerobic,0.771,SNE_predicted,0.7874457174470512,positive,0.682,SNE_predicted,0.7491987179487181,0,0.784,SNE_predicted,0.6181818181818182,0,0.805,SNE_predicted,0.5636363636363636,1,0.53,SNE_predicted,0.612962962962963,0,0.793,SNE_predicted,0.4560117302052785,0,0.944,SNE_predicted,0.6527777777777778,0,0.884,SNE_predicted,0.5305555555555554,1,0.661,SNE_predicted,0.6324137931034484,0,0.547,SNE_predicted,0.5872576177285318,0,0.668,SNE_predicted,0.5538651315789473,0,0.969,SNE_predicted,0.7096774193548386
EU468434.1.1350,Bacillota,Lachnospiraceae UCG-008,anaerobic,0.788,SNE_predicted,0.7874457174470512,positive,0.673,SNE_predicted,0.7491987179487181,0,0.836,SNE_predicted,0.6181818181818182,0,0.823,SNE_predicted,0.5636363636363636,1,0.558,SNE_predicted,0.612962962962963,0,0.794,SNE_predicted,0.4560117302052785,0,0.911,SNE_predicted,0.6527777777777778,0,0.804,SNE_predicted,0.5305555555555554,1,0.719,SNE_predicted,0.6324137931034484,0,0.553,SNE_predicted,0.5872576177285318,0,0.571,SNE_predicted,0.5538651315789473,0,0.956,SNE_predicted,0.7096774193548386
EU468441.1.1240,Bacillota,Incertae Sedis,anaerobic,0.832,SNE_predicted,0.7874457174470512,positive,0.502,SNE_predicted,0.7491987179487181,0,0.768,SNE_predicted,0.6181818181818182,0,0.848,SNE_predicted,0.5636363636363636,1,0.57,SNE_predicted,0.612962962962963,0,0.834,SNE_predicted,0.4560117302052785,0,0.919,SNE_predicted,0.6527777777777778,0,0.834,SNE_predicted,0.5305555555555554,1,0.612,SNE_predicted,0.6324137931034484,0,0.646,SNE_predicted,0.5872576177285318,0,0.67,SNE_predicted,0.5538651315789473,0,0.966,SNE_predicted,0.7096774193548386
EU468444.1.1302,Bacillota,Family XIII AD3011 group,anaerobic,0.747,SNE_predicted,0.7874457174470512,positive,0.669,SNE_predicted,0.7491987179487181,0,0.808,SNE_predicted,0.6181818181818182,0,0.812,SNE_predicted,0.5636363636363636,0,0.587,SNE_predicted,0.612962962962963,0,0.805,SNE_predicted,0.4560117302052785,0,0.95,SNE_predicted,0.6527777777777778,0,0.883,SNE_predicted,0.5305555555555554,1,0.582,SNE_predicted,0.6324137931034484,0,0.574,SNE_predicted,0.5872576177285318,0,0.627,SNE_predicted,0.5538651315789473,0,0.972,SNE_predicted,0.7096774193548386
EU468457.1.1347,Bacillota,Christensenellaceae R-7 group,anaerobic,0.685,SNE_predicted,0.7874457174470512,positive,0.693,SNE_predicted,0.7491987179487181,0,0.843,SNE_predicted,0.6181818181818182,0,0.843,SNE_predicted,0.5636363636363636,1,0.511,SNE_predicted,0.612962962962963,0,0.798,SNE_predicted,0.4560117302052785,0,0.919,SNE_predicted,0.6527777777777778,0,0.884,SNE_predicted,0.5305555555555554,1,0.586,SNE_predicted,0.6324137931034484,0,0.683,SNE_predicted,0.5872576177285318,0,0.672,SNE_predicted,0.5538651315789473,0,0.98,SNE_predicted,0.7096774193548386
EU468486.1.1331,Bacillota,Incertae Sedis,anaerobic,0.604,SNE_predicted,0.7874457174470512,positive,0.605,SNE_predicted,0.7491987179487181,0,0.722,SNE_predicted,0.6181818181818182,0,0.8,SNE_predicted,0.5636363636363636,0,0.532,SNE_predicted,0.612962962962963,0,0.806,SNE_predicted,0.4560117302052785,0,0.895,SNE_predicted,0.6527777777777778,0,0.85,SNE_predicted,0.5305555555555554,1,0.582,SNE_predicted,0.6324137931034484,0,0.589,SNE_predicted,0.5872576177285318,0,0.581,SNE_predicted,0.5538651315789473,0,0.967,SNE_predicted,0.7096774193548386
EU468499.1.1202,Bacillota,Turicibacter,anaerobic,0.754,SNE_predicted,0.7874457174470512,positive,0.758,SNE_predicted,0.7491987179487181,0,0.864,SNE_predicted,0.6181818181818182,0,0.79,SNE_predicted,0.5636363636363636,0,0.502,SNE_predicted,0.612962962962963,0,0.82,SNE_predicted,0.4560117302052785,0,0.963,SNE_predicted,0.6527777777777778,0,0.885,SNE_predicted,0.5305555555555554,1,0.67,SNE_predicted,0.6324137931034484,0,0.631,SNE_predicted,0.5872576177285318,0,0.634,SNE_predicted,0.5538651315789473,0,0.965,SNE_predicted,0.7096774193548386
EU468523.1.1268,Bacillota,UCG-005,anaerobic,0.757,SNE_predicted,0.7874457174470512,positive,0.613,SNE_predicted,0.7491987179487181,0,0.819,SNE_predicted,0.6181818181818182,0,0.84,SNE_predicted,0.5636363636363636,0,0.528,SNE_predicted,0.612962962962963,0,0.803,SNE_predicted,0.4560117302052785,0,0.919,SNE_predicted,0.6527777777777778,0,0.847,SNE_predicted,0.5305555555555554,1,0.664,SNE_predicted,0.6324137931034484,0,0.592,SNE_predicted,0.5872576177285318,0,0.631,SNE_predicted,0.5538651315789473,0,0.956,SNE_predicted,0.7096774193548386
EU468525.1.1336,Bacillota,Family XIII UCG-001,anaerobic,0.88,SNE_predicted,0.7874457174470512,positive,0.63,SNE_predicted,0.7491987179487181,0,0.785,SNE_predicted,0.6181818181818182,0,0.875,SNE_predicted,0.5636363636363636,1,0.551,SNE_predicted,0.612962962962963,0,0.733,SNE_predicted,0.4560117302052785,0,0.965,SNE_predicted,0.6527777777777778,0,0.819,SNE_predicted,0.5305555555555554,1,0.664,SNE_predicted,0.6324137931034484,0,0.612,SNE_predicted,0.5872576177285318,0,0.701,SNE_predicted,0.5538651315789473,0,0.978,SNE_predicted,0.7096774193548386
EU468542.1.1344,Bacillota,Roseburia,anaerobic,0.649,SNE_predicted,0.7874457174470512,negative,0.575,SNE_predicted,0.7491987179487181,0,0.744,SNE_predicted,0.6181818181818182,0,0.84,SNE_predicted,0.5636363636363636,0,0.542,SNE_predicted,0.612962962962963,0,0.832,SNE_predicted,0.4560117302052785,0,0.88,SNE_predicted,0.6527777777777778,0,0.849,SNE_predicted,0.5305555555555554,1,0.651,SNE_predicted,0.6324137931034484,0,0.623,SNE_predicted,0.5872576177285318,0,0.613,SNE_predicted,0.5538651315789473,0,0.968,SNE_predicted,0.7096774193548386
EU468557.1.1347,Bacteroidota,Alistipes,anaerobic,0.824,SNE_predicted,0.8397338985003557,positive,0.677,SNE_predicted,0.7907925407925409,0,0.793,SNE_predicted,0.6391401701746529,0,0.815,SNE_predicted,0.5636363636363636,1,0.536,SNE_predicted,0.744343891402715,0,0.805,SNE_predicted,0.8064516129032258,0,0.958,SNE_predicted,0.6015625,0,0.87,SNE_predicted,0.8125,1,0.682,SNE_predicted,0.6463844797178131,0,0.534,SNE_predicted,0.6103678929765886,0,0.646,SNE_predicted,0.5638888888888889,0,0.969,SNE_predicted,0.7096774193548386
EU468566.1.1252,Bacillota,NK4A214 group,anaerobic,0.733,SNE_predicted,0.7874457174470512,positive,0.656,SNE_predicted,0.7491987179487181,0,0.738,SNE_predicted,0.6181818181818182,0,0.798,SNE_predicted,0.5636363636363636,0,0.524,SNE_predicted,0.612962962962963,0,0.801,SNE_predicted,0.4560117302052785,0,0.928,SNE_predicted,0.6527777777777778,0,0.886,SNE_predicted,0.5305555555555554,1,0.563,SNE_predicted,0.6324137931034484,0,0.519,SNE_predicted,0.5872576177285318,0,0.683,SNE_predicted,0.5538651315789473,0,0.961,SNE_predicted,0.7096774193548386
EU468572.1.1260,Bacillota,UCG-005,anaerobic,0.497,SNE_predicted,0.7874457174470512,negative,0.621,SNE_predicted,0.7491987179487181,0,0.675,SNE_predicted,0.6181818181818182,0,0.945,SNE_predicted,0.5636363636363636,0,0.615,SNE_predicted,0.612962962962963,0,0.826,SNE_predicted,0.4560117302052785,0,0.869,SNE_predicted,0.6527777777777778,0,0.913,SNE_predicted,0.5305555555555554,1,0.547,SNE_predicted,0.6324137931034484,0,0.67,SNE_predicted,0.5872576177285318,0,0.742,SNE_predicted,0.5538651315789473,0,0.951,SNE_predicted,0.7096774193548386
